,bathrooms,bedrooms,building_id,created,description,display_address,features,interest_level,latitude,listing_id,longitude,manager_id,photos,price,street_address,price_scaled,GeoC,county,neigh,cl_sub
83394,1.0,0,6f42136c0b436713b38b7772afdf23a8,2016-04-12 05:41:24,"Bordering the northern edge of the Long Island City community, overlooking the East River. <br /><br />The building, designed by award-winning architecture firm Arquitectonica, offers a variety of studio, one-, two- and three-bedroom layouts. The 345 rental homes feature stunning hardwood floors, high ceilings and floor-to-ceiling windows, allowing for ample sunlight and spectacular river and skyline views. Residents also enjoy designer kitchens and bathrooms outfitted with high quality fixtures and modern finishes. Outside, the landscaped terrace is the perfect place to entertain guests or relax peacefully after a long day.<br /><br />Long Island City luxury building is a convenient four-minute subway ride away from Midtown Manhattan on the 7 train, and accessible by the G, E and M trains, East River Ferry and the Pulaski Bridge. Made up of entirely new construction, this area along Center Boulevard includes 12 acres of waterfront parks, a public K-8 elementary school, shops and restaurants, Food Cellar Market, Duane Reade, and MoMA PS1, all within walking distance from our beautiful luxury building. <br /><br />CALL/TEXT ME AT ANY TIME 805-499-8499 FOR A FULL TOUR OF OUR UNITS.OR EMAIL AT - VINCENT@CHRISTIEPROPERTYGROUPI' AM AVAILABLE 24/7<p><a  website_redacted ",Center Blvd,"['Roof Deck', 'Doorman', 'Elevator', 'Laundry in Building', 'High Speed Internet', 'Wheelchair Access', 'New Construction']",low,40.7478,6861112,-73.9571,df1c47247fd4fd9d6ab38a83e0f3c164,"['https://photos.renthop.com/2/6861112_f5fc6824202599f4858e0f20a38beedd.jpg', 'https://photos.renthop.com/2/6861112_b7e269c903a7f885518bfa2bbcac5f2a.jpg', 'https://photos.renthop.com/2/6861112_1796ab893692f2656fdbc925600f331c.jpg', 'https://photos.renthop.com/2/6861112_3e849bb57a48bb4a079f1b9344cfbe36.jpg', 'https://photos.renthop.com/2/6861112_4bdcbbca6a6c1d9385c031d3fec3642b.jpg', 'https://photos.renthop.com/2/6861112_9829a87f564edc9516b2221f0c53462f.jpg', 'https://photos.renthop.com/2/6861112_0c8af4dab69585ae2301672597ac64fb.jpg']",2354,4540 Center Blvd,2354.0,"40.7478,-73.9571",not available,not available,646.8856046795821
101225,1.0,1,ced6c1dc5241c92d153d2945cb391342,2016-04-21 05:02:03,"Newly constructed luxury high rise in the west 40's. Building features - Life Time Athletic at Sky- Water Club & Spa - Indoor Lap Pool - Two Zero Edge Outdoor Pools - Billiard's Lounge & Cafe- Childrens Playroom - Regulation-Size Basketball Court - Thomas Balsley Designed Private Park- Pet Spa - Bike Valet<br /><br />One bed room features / Full-height window walls offer incomparable skyline, river, and harbor views.- Custom Italian Kitchens- Liebherr Built-In Refrigerator- Grohe Kitchen & Bathroom Accessories - Under Cabinet LED Lighting- Rain Shower Heads- Custom Built-out Wood Closet Interiors - Oak Wood Floors- Custom Window Shades<br /><br />975-052-6201 for a viewing Net Rent<br /><br /><p><a  website_redacted ",W 42 St.,"['Swimming Pool', 'Roof Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Outdoor Space', 'New Construction']",low,40.7611,6906575,-73.9989,02e17b21a1814fb10336b2ee8ceb3e79,"['https://photos.renthop.com/2/6906575_54f4ada27999205447662470b8988105.jpg', 'https://photos.renthop.com/2/6906575_07fdae6d517d550c9c90ede6fa041234.jpg', 'https://photos.renthop.com/2/6906575_ff90f4cd08714c6f0e97330bd810257c.jpg', 'https://photos.renthop.com/2/6906575_df4db2ff2ab2a7959dbde0c3d65c18a3.jpg']",3800,605 W 42 St.,1900.0,"40.7611,-73.9989",not available,not available,686.7948677409631
37692,1.0,2,0,2016-06-21 01:19:06,"This apartment is located in a walk up building. The apartment features a spacious living area, hardwood floors, a full kitchen with modern appliances and a renovated bathroom. Pets and Guarantors are allowed. Lets make this beauty your next home! ",East 6th Street,['Pre-War'],low,40.7239,7186562,-73.9799,8b53ccf4338806ab1be3dd0267711649,"['https://photos.renthop.com/2/7186562_f5ea1a04a62b40c135eccff8df6ed167.jpg', 'https://photos.renthop.com/2/7186562_f2a63c4f6b2565ea83887be9709013ce.jpg', 'https://photos.renthop.com/2/7186562_c5508ca87a1b8f84a7b01c3389aa7ec9.jpg', 'https://photos.renthop.com/2/7186562_554eb7455b0b337d4d770eb70b4fb5c4.jpg']",3400,633 East 6th Street,1133.3333333333333,"40.7239,-73.9799", New York County,not available,799.9418261667957
94003,1.0,0,81062936e12ee5fa6cd2b965698e17d5,2016-04-14 03:20:48,"One of Lower Manhattan's tallest residential buildings to date.DescriptionSoaring 11-foot ceilingsAnd over-sized operable windows leading to spectacular postcard views.Modern Kitchens with state-of-the-art stainless steel appliances and custom European cabinetsElegantly Appointed BathsFeaturing marble floors, contemporary tiling with custom sinks and vanitiesValet service at takes care of all laundry, dry cleaning and housekeeping.The in-house concierge is perfect for organizing recreational activities, from restaurant reservation and theater tickets to transportation and travel arrangements.Package services Place ensure the receipt and care of important and eagerly awaited deliveries.LIZ kagglemanager@renthop.com<br /><br />Liz KulikovaChristie Property Group kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ",Exchange Pl,"['Roof Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Furnished', 'Laundry in Building', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Access', 'Dogs Allowed', 'Cats Allowed']",low,40.7054,6871378,-74.0095,e6472c7237327dd3903b3d6f6a94515a,"['https://photos.renthop.com/2/6871378_b2129e0743a8971352cb0f4423252f13.jpg', 'https://photos.renthop.com/2/6871378_19a177a87112868f7b9585a32cf88878.jpg', 'https://photos.renthop.com/2/6871378_b44bc7562f53ac30a13daaed69dafd9f.jpg', 'https://photos.renthop.com/2/6871378_eb0ea961e7e7a8435aaa91eaa7698fa0.jpg', 'https://photos.renthop.com/2/6871378_2e59ebaf66c4c9b4a80e83c774336048.jpg', 'https://photos.renthop.com/2/6871378_8e91729573e64ebf4e32dff13360e1f3.jpg', 'https://photos.renthop.com/2/6871378_c800c7ce9b9273a2167dd4ed0de33d18.jpg', 'https://photos.renthop.com/2/6871378_2daf3ed0bb62db0abd0b89502affa7cf.jpg', 'https://photos.renthop.com/2/6871378_f41a7bf68b62aea6f475b21a27f88c0b.jpg', 'https://photos.renthop.com/2/6871378_b84c381ad27df5104ed78b7de78bd74f.jpg']",2691,20 Exchange Pl,2691.0,"40.7054,-74.0095", New York County,not available,161.37950503668029
120204,1.0,1,8eab663ed1f32174fec20a6f0e37caad,2016-04-29 02:13:57,"Great 1BDRM in prime Carroll Gardens now available. Hardwood floors in living room and bedroom, full bathroom, and separate kitchen with double sink. Located on great block with lots of shops and restaurants nearby. Apartment is on third floor of walk-up building, work those legs!",Luquer St,['Pets on approval'],low,40.6773,6939986,-73.9985,d898f9d32707f43f266eb655d14e2e29,"['https://photos.renthop.com/2/6939986_90b331dae10669e024b0729d5fdb4cdb.jpg', 'https://photos.renthop.com/2/6939986_e7412aa76f28a026c33bf9678b6ccee7.jpg', 'https://photos.renthop.com/2/6939986_5740daba55ab6fff8cc59c6a59b592b2.jpg', 'https://photos.renthop.com/2/6939986_adc698055c5dd19039d56742111c9853.jpg', 'https://photos.renthop.com/2/6939986_de59c910fa9180df53fbd78732ed910c.jpg', 'https://photos.renthop.com/2/6939986_1fa1eac16b5f7ffe928c62412c1783aa.jpg']",2450,179 Luquer St,1225.0,"40.6773,-73.9985", Kings County,not available,446.3741209543143
13679,1.0,1,b6e23dcf448fcaef1ded4a4fd869b82d,2016-06-16 03:45:17,        Community Amenities<br />Near 1 and 2 Train Lines<br />Concierge ServiceLaundry Facility<br />Valet Dry Cleaning<br />Scaletta Ristorante On-siteNear <br />PS-87 School<br />Package Service with Email and Text Notifications<br />Private BalconyGenuine Hardwood Flooring<br />Granite Countertops in Kitchen<br />Stainless Steel Appliances in Kitchen<br />9 Foot Ceiling<br />Linen Closet<br />Dishwasher<br />Cherrywood Cabinetry,West 77th Street,"['Cats Allowed', 'Dogs Allowed']",low,40.7803,7168567,-73.976,835a254786118d88c822b4ab68c92e31,"['https://photos.renthop.com/2/7168567_05391393886920b323dad66eb211b244.jpg', 'https://photos.renthop.com/2/7168567_1020eef5b4acf126e76f3725c0c3c1cc.jpg', 'https://photos.renthop.com/2/7168567_d8807115760301f22cf36416b0e4239d.jpg', 'https://photos.renthop.com/2/7168567_ed55fc98513e00a0feb2a47c0ee58872.jpg', 'https://photos.renthop.com/2/7168567_f6a2c39e7832e582a2ed5cdd071c4d79.jpg', 'https://photos.renthop.com/2/7168567_c6f088cdc4e4948e6c9cedf77c463e00.jpg', 'https://photos.renthop.com/2/7168567_a6722c1a9210e5243acdfcb624573dac.jpg', 'https://photos.renthop.com/2/7168567_3fc85dbdfea27a078822d2ca9bbbb6da.jpg']",3645,50 West 77th Street,1822.5,"40.7803,-73.976", New York County,not available,349.2695700191324
79390,1.0,3,1890ad398d4903e6a03397d4f0385bc9,2016-05-08 03:14:51,"Get one one month free on a 13 month lease! This brand new corner unit has floor to ceiling windows with two glass doors onto the wraparound balcony. A windowed chef's kitchen has top of line stainless steel appliances and caesar stone counter tops and bar, which opens onto the sun drenched living room. The spa-inspired bath has a deep soaking tub and shower with brushed stainless fixtures. There is a coat closet in the entry foyer.<br /><br />The apartment has brand new white oak floors throughout, and the corner exposure gives this large one bedroom a greater sense of space and proportion. It's a warm and comforting abode, and you can be the first to call it home!<br /><br />***One month free on 13 month leases*** Bond New York is a real estate broker that supports equal housing opportunity.<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ",E 74 Street,"['Roof Deck', 'Balcony', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'Outdoor Space', 'New Construction', 'Dogs Allowed', 'Cats Allowed']",low,40.7681,6982655,-73.9527,11c00e995d6b314daa729b6ab9b9112c,"['https://photos.renthop.com/2/6982655_3674afef84f54e4ddeaf257d2d055978.jpg', 'https://photos.renthop.com/2/6982655_f5078c65a4b1f16427c6292a453b59ce.jpg', 'https://photos.renthop.com/2/6982655_d77946685fb8b30002d15a58383caa62.jpg', 'https://photos.renthop.com/2/6982655_7a35be861c572098cd6d1a767f46d846.jpg', 'https://photos.renthop.com/2/6982655_ed1cabece787a095033dc6c1c12b6205.jpg', 'https://photos.renthop.com/2/6982655_46b4328b0c44835055a25c53fa2867b9.jpg']",13500,501 E 74 Street,3375.0,"40.7681,-73.9527", New York County,not available,484.3427360377888
54215,2.0,2,f4fce2be9d94d6ee2f4449db343ff8e4,2016-05-24 05:39:15,"**HUGE 1000 Sq FT APARTMENT****FREE GYM IN BUILDING****RARE FIND****READY FOR A TASTE OF THE GOOD LIFE?**<br /><br />The apartment includes parquet floors, insulated storm windows, individually controlled heating and air-conditioning systems, and closet maid storage. Bathrooms include European-inspired tri-view mirrored medicine cabinets, ceramic tile, and large 5-1/2-foot bathtubs. Kitchen is highlighted by a pass-through to the dining area, tasteful black granite counters, beautifully crafted European-style oak-rimmed cabinetry and GE appliances, including wall ovens, gas ranges, dishwashers and refrigerator/freezers.<br /><br />Doorman, Pets Allowed, Garage, Elevator, Laundry In Building, Outdoor Areas, Package Room, Health Club With Pool, Valet On-Site, Lounge With Wifi And 2 Sundecks<br /><br />Please contact Ryan Umane A.S.A.P. for an exclusive viewing of this apartment or for any inquiries at 211-616-7656 or kagglemanager@renthop.com ***** I'VE LIVED IN THIS NEIGHBORHOOD FOR THE PAST 30 YEARS, SO I KNOW EVERY BUILDING AND CAN ALSO GIVE RECCO'S FOR ALL THE BEST PLACES TO EAT, DRINK, AND EXERCISE.<p><a  website_redacted ",East 95th Street,"['Swimming Pool', 'Roof Deck', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Garden/Patio', 'Pre-War', 'Laundry in Building', 'Laundry in Unit', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Access', 'Outdoor Space', 'Dogs Allowed', 'Cats Allowed']",low,40.7844,7060655,-73.9497,f403f02183c46e92f0d690db49085c38,"['https://photos.renthop.com/2/7060655_7129bc28b19650f0e447e044bf240105.jpg', 'https://photos.renthop.com/2/7060655_edf6dfc7af6a913e4f7a4e06ca113375.jpg', 'https://photos.renthop.com/2/7060655_85b7f430c899125b491976aa77152cb3.jpg', 'https://photos.renthop.com/2/7060655_fc6378d3e6b2ee97f2a03b1d09698b15.jpg', 'https://photos.renthop.com/2/7060655_82417bfbb356eb49461feeee3e6c303d.jpg', 'https://photos.renthop.com/2/7060655_935ce86809407c4f57b2ef193a3df70f.jpg']",3864,205 East 95th Street,966.0,"40.7844,-73.9497", New York County,not available,182.55255698532622
87024,1.0,0,96274288c84ddd7d5c5d8e425ee75027,2016-04-27 06:08:50,"One of the newest Luxury 24 hour doorman building,roof deck and complimentary gym. Located in midtown west, amazing shopping, restaurants, and nightlife minutes away.Steps away from Penn station and port authority bus terminal.<br /><br />Very large studio with beautiful hardwood floors and large windows for plenty of natural lighting, fully renovated bathroom and kitchen with granite counter tops and stainless steel appliances, unit has air conditioner and has tons of closet space.<br /><br />for more info or to view contact Erez Ojalvo857-272-0510<br /><br /><p><a  website_redacted ",West 37th Street,"['Roof Deck', 'Doorman', 'Elevator', 'Fitness Center', 'Garden/Patio', 'Laundry in Building', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Outdoor Space', 'New Construction']",medium,40.7568,6932451,-73.9982,38b9b12248c3606e54559a4c8e4f50d6,"['https://photos.renthop.com/2/6932451_f4451f9226cc7b2afd2d3e318f572f6d.jpg', 'https://photos.renthop.com/2/6932451_038b43932c7c0507e755ccebc3363d60.jpg', 'https://photos.renthop.com/2/6932451_52f5446f48c22b258cbd9fceb0198158.jpg', 'https://photos.renthop.com/2/6932451_12bf49ef23727df5baa90228753552d2.jpg', 'https://photos.renthop.com/2/6932451_780134d11541bbc3827dbd2a694349a5.jpg']",2425,505 West 37th Street,2425.0,"40.7568,-73.9982", New York County,not available,369.4924642557152
113449,1.0,1,607b649dc7d022357d0145482288a0b1,2016-04-19 05:45:04,"Must see stunning 1br in the Upper East Side of Manhattan!-24/7 Doorman-On-Site Parking Garage-Valet Services-Cardio-Fitness Center-Residents' Lounge-Walking distance to subway lines 4, 5, 6, or F. -Granite counter-tops, stainless steel appliances, cherry wood cabinets, with marble bathrooms, and bleached-plank hardwood floors.For a private viewing please contact-Lennie, Weichert Properties C:230-646-4502 or text be specific E:kagglemanager@renthop.com <br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted ",East 63rd Street,"['Doorman', 'Elevator', 'Fitness Center', 'Laundry in Building']",low,40.7634,6895741,-73.9638,103ae490ec43101589e7d0033798f7c6,"['https://photos.renthop.com/2/6895741_60add8d3071b6899d61ee3590a6bb4f8.jpg', 'https://photos.renthop.com/2/6895741_e51e3658784106c4bfc088932674fd4d.jpg', 'https://photos.renthop.com/2/6895741_717240ab94fb044f90a7019d08097565.jpg']",3995,220 East 63rd Street,1997.5,"40.7634,-73.9638", New York County,not available,235.94952908713302
106023,1.0,3,4b592292eb78ba44f7ea79b65b69ee6d,2016-04-22 04:57:49,"***SUNDRENCHED 3BR DUPLEX MASTERPIECE AVAIL NOW*** You will bask in the beauty of yesteryear with original details &amp; all the modern conveniences that you desire.  This is a 1200 square foot UNIQUE 3BR duplex with a beautifully renovated kitchen complete with a WASHER/DRYER!!!  This abode will also surprise with a mind blowing OVERSIZED bath suite with JACUZZI, SKYLIGHT, separate shower and bidet.  ALL UTILITIES INCLUDED.  Convenient to the Franklin Avenue shops &amp; restaurants as well as the 2/3/4/5/S trains just 3 blocks away!  The Payne Williams Team of Rutenberg | The Smart Brokers is centered around customer service &amp; satisfaction.",686 Sterling Place,"['Washer in Unit', 'Dryer in Unit', 'Dishwasher', 'No Fee', 'Exclusive']",low,40.6729,6912523,-73.9559,e6472c7237327dd3903b3d6f6a94515a,"['https://photos.renthop.com/2/6912523_5d6e334298a41c3544fa7121046c78eb.jpg', 'https://photos.renthop.com/2/6912523_396d3c9ec92c511ca26ef291245961e2.jpg', 'https://photos.renthop.com/2/6912523_405b15d0ffcd36ef24363d3f710a3093.jpg', 'https://photos.renthop.com/2/6912523_d1f4509e0432af31a82e4cbd2b71d3ff.jpg', 'https://photos.renthop.com/2/6912523_e2754564b7f11c4dfb6d1cca12b817b6.jpg', 'https://photos.renthop.com/2/6912523_1116ed2f669494d2ec5a3f8e3630e9b5.jpg', 'https://photos.renthop.com/2/6912523_fff7b977cb12d262650bb8ea0b568767.jpg', 'https://photos.renthop.com/2/6912523_54c3e84e24688abb9262204010ddbd2b.jpg', 'https://photos.renthop.com/2/6912523_c42a08c2e70b5decb9e30aa27b5d0e82.jpg', 'https://photos.renthop.com/2/6912523_e70c3de3c4009edae2fd6d309b289a23.jpg', 'https://photos.renthop.com/2/6912523_432a4a7b79b5879ab945d9c494be4c8b.jpg', 'https://photos.renthop.com/2/6912523_94e90fc9f38026ef6d5d17f035f67fc7.jpg']",3495,686 Sterling Place,873.75,"40.6729,-73.9559", Kings County,not available,253.86154013316613
